RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,target
0.012872877,49,0,0.000734682,20416.0,4,0,0,0,0.0,was_in_trouble
0.073422573,46,0,0.565419755,5800.0,9,0,3,0,0.0,was_in_trouble
0.00957951,56,0,0.000567905,12325.0,3,0,0,0,0.0,was_in_trouble
0.1679944,40,0,3035.0,5400.0,5,0,1,0,0.0,was_in_trouble
0.223493832,53,0,0.53787735,5266.0,9,0,2,0,2.0,was_in_trouble
0.02699775,88,1,0.004497751,2000.0,5,0,0,0,0.0,was_in_trouble
0.9999999,25,0,0.129956681,3000.0,1,0,0,0,0.0,was_in_trouble
0.000999001,54,0,0.186647408,6230.0,5,1,0,0,0.0,was_in_trouble
0.267384436,70,0,0.415434084,1554.0,14,0,1,0,0.0,was_in_trouble
0.757521408,58,0,0.838231891,4320.0,17,0,3,0,0.0,was_in_trouble
0.0989659,66,0,1.36031984,2000.0,8,0,1,0,0.0,was_in_trouble
0.060856336,31,0,0.334391534,2834.0,7,0,0,0,0.0,was_in_trouble
0.155932049,45,0,1.18643813,6650.0,20,0,6,0,2.0,was_in_trouble
0.99880024,42,1,1.108656284,2760.0,7,0,3,1,3.0,was_not_in_trouble
0.006678922,53,1,0.325287356,7829.0,21,0,1,0,0.0,was_in_trouble
1.039223276,54,1,0.282464692,8000.0,8,0,2,0,2.0,was_in_trouble
0.204443009,72,0,0.346552234,6757.0,7,0,1,0,0.0,was_in_trouble
0.060616509,27,0,27.0,5400.0,3,0,0,0,0.0,was_in_trouble
0.26618503,49,0,0.179645509,40000.0,16,0,3,0,3.0,was_in_trouble
0.784743287,51,1,0.4545559,8702.0,15,3,2,3,0.0,was_in_trouble
0.173837531,62,0,0.261239139,5293.0,12,0,1,0,0.0,was_in_trouble
0.412302038,38,0,0.941602666,6900.0,6,0,2,0,2.0,was_in_trouble
0.119390494,71,0,0.115779346,3117.0,11,0,1,0,0.0,was_in_trouble
0.004586049,51,0,0.492092681,2718.0,10,0,1,0,1.0,was_in_trouble
0.681821212,45,0,0.44345701,4500.0,5,0,1,0,0.0,was_not_in_trouble
0.018099095,65,0,1204.0,5400.0,3,0,1,0,0.0,was_in_trouble
0.081664852,68,0,109.0,5400.0,6,0,0,0,0.0,was_in_trouble
0.912711017,67,0,0.282743451,5000.0,6,0,0,0,0.0,was_in_trouble
0.062460962,23,0,0.000718735,4173.0,2,0,0,0,0.0,was_in_trouble
0.289739417,60,0,0.543478261,7083.0,9,0,3,0,1.0,was_in_trouble
0.9999999,29,0,0.001962227,4076.0,0,1,0,0,0.0,was_in_trouble
0.567426889,54,2,0.110901611,5833.0,8,0,0,0,0.0,was_in_trouble
0.052872172,48,0,994.0,5400.0,8,0,1,0,0.0,was_in_trouble
0.024875151,61,1,0.17550077,6489.0,5,0,1,0,2.0,was_in_trouble
0.123391774,37,1,0.562227603,4129.0,11,0,3,0,2.0,was_in_trouble
0.023531765,49,0,0.395660434,10000.0,5,0,2,0,0.0,was_in_trouble
0.350718383,54,1,0.197832603,13010.0,8,0,1,0,3.0,was_in_trouble
0.9999999,28,0,0.118822876,1800.0,3,0,0,0,0.0,was_in_trouble
0.173292471,76,0,0.121287871,10000.0,8,0,1,0,0.0,was_in_trouble
0.492940597,40,0,0.234553089,5000.0,5,0,0,0,3.0,was_in_trouble
0.831876759,38,3,0.06589693,3550.0,11,0,0,0,0.0,was_in_trouble
0.0,53,0,0.046988253,4000.0,5,1,0,0,0.0,was_in_trouble
0.005849708,49,0,561.0,5400.0,3,0,0,0,0.0,was_in_trouble
0.229036129,53,0,1192.0,5400.0,2,0,1,0,0.0,was_in_trouble
0.001578809,47,0,0.389471639,5147.0,5,0,2,0,0.0,was_in_trouble
0.693288207,55,0,0.353064983,3800.0,7,0,0,0,0.0,was_in_trouble
0.62691242,32,0,0.444222311,2500.0,7,0,0,0,0.0,was_in_trouble
0.9999999,60,0,0.168244234,7500.0,7,0,1,0,0.0,was_in_trouble
0.002618996,80,0,0.001333111,6000.0,7,0,0,0,0.0,was_in_trouble
0.085376639,60,0,0.240778053,12903.0,23,0,2,0,0.0,was_in_trouble
0.007066196,64,0,3.0,5400.0,1,0,0,0,0.0,was_in_trouble
0.9999999,31,0,57.0,5400.0,0,0,0,0,0.0,was_in_trouble
0.04475821,49,0,0.060845516,2530.0,3,0,0,0,1.0,was_in_trouble
0.575494793,62,0,0.782839787,3950.0,11,0,1,1,2.0,was_in_trouble
0.0051463,77,0,0.007218212,1800.0,8,0,0,0,1.0,was_in_trouble
0.297627345,61,0,294.0,5400.0,2,0,0,0,0.0,was_in_trouble
0.493361606,61,0,0.439127706,6373.0,15,0,1,0,0.0,was_in_trouble
0.29971902,66,0,0.193913043,11499.0,12,0,1,0,1.0,was_in_trouble
0.97891232,55,1,1504.0,5400.0,6,0,1,1,0.0,was_not_in_trouble
0.999883409,27,0,672.0,5400.0,3,0,0,0,0.0,was_in_trouble
0.171764755,42,0,0.247160917,9333.0,12,0,2,0,2.0,was_in_trouble
0.066741657,28,0,0.27399651,4583.0,10,0,1,0,0.0,was_in_trouble
0.0,66,0,2398.0,5400.0,6,0,2,0,0.0,was_in_trouble
0.025831677,34,0,12.0,5400.0,6,0,0,0,0.0,was_in_trouble
0.0,43,1,289.0,5400.0,10,0,0,0,0.0,was_in_trouble
0.020141293,28,0,230.0,0.0,8,0,0,0,0.0,was_in_trouble
0.030646236,43,0,0.000274348,3644.0,3,0,0,0,0.0,was_in_trouble
0.0,70,0,0.304650897,8750.0,7,0,1,0,0.0,was_in_trouble
0.190670233,46,0,0.182956187,27000.0,6,0,1,0,0.0,was_in_trouble
0.097159171,50,0,2593.0,5400.0,20,0,2,0,0.0,was_in_trouble
0.97064133,50,1,0.363528815,5916.0,10,1,0,2,2.0,was_not_in_trouble
0.266671794,40,0,370.5,1.0,6,0,0,0,1.0,was_in_trouble
0.9999999,24,0,141.0,0.0,1,0,0,0,0.0,was_in_trouble
0.030903579,70,0,1017.0,5400.0,3,0,1,0,0.0,was_in_trouble
0.493497163,72,0,1280.0,5400.0,8,0,0,0,0.0,was_in_trouble
0.992290086,46,1,0.258287574,4916.0,10,1,1,2,1.0,was_not_in_trouble
0.967373393,61,1,967.0,5400.0,7,0,0,0,0.0,was_in_trouble
0.140272037,51,0,0.197138682,13000.0,10,0,1,0,5.0,was_in_trouble
0.939290532,35,1,789.0,5400.0,6,0,0,0,0.0,was_in_trouble
1.481037924,26,0,22.0,5400.0,1,0,0,1,0.0,was_not_in_trouble
0.132324512,57,1,0.50969806,5000.0,9,0,3,0,2.0,was_in_trouble
0.9999999,26,0,0.452466907,830.0,1,0,0,0,1.0,was_in_trouble
0.445363866,56,0,0.313315638,18083.0,12,0,2,0,2.0,was_in_trouble
0.035135877,78,0,0.176455886,4000.0,6,0,0,0,0.0,was_in_trouble
0.06614367,66,0,0.262818446,3100.0,7,0,1,0,0.0,was_in_trouble
0.464316423,46,0,4340.0,5400.0,13,0,3,0,2.0,was_in_trouble
0.305032043,64,0,1060.0,5400.0,9,0,1,0,0.0,was_in_trouble
0.624769817,53,2,0.476441885,12500.0,10,0,3,0,0.0,was_in_trouble
0.9999999,50,1,0.200315102,4442.0,2,1,1,0,3.0,was_in_trouble
0.024038701,48,0,0.083044983,2600.0,6,0,0,0,0.0,was_in_trouble
0.024758279,69,0,0.170365927,5000.0,10,0,1,0,0.0,was_in_trouble
0.828028246,33,1,0.512581547,4291.0,8,0,0,0,2.0,was_in_trouble
0.808068388,39,0,0.328028825,6660.0,11,0,1,0,5.0,was_in_trouble
0.082927805,69,0,1227.0,5400.0,6,0,1,0,1.0,was_in_trouble
0.419866617,36,0,0.402582975,7200.0,11,0,1,0,6.0,was_in_trouble
0.403112403,37,0,0.292225415,12527.0,6,0,3,0,1.0,was_in_trouble
0.228637413,44,0,0.424732043,6250.0,10,0,1,0,0.0,was_in_trouble
0.204695982,41,0,0.29382749,7500.0,12,0,1,0,0.0,was_in_trouble
0.003124911,61,0,5025.0,5400.0,8,0,4,0,0.0,was_in_trouble
0.031866997,50,0,0.138747588,5700.0,12,0,1,0,2.0,was_in_trouble
0.053192577,69,0,1.301587302,4283.0,11,0,2,0,0.0,was_in_trouble
0.88384755,44,2,0.234001648,3640.0,7,1,0,0,3.0,was_in_trouble
0.071920428,33,0,0.093171382,6750.0,5,0,0,0,0.0,was_in_trouble
0.256195968,49,0,0.311238495,12385.0,9,0,2,0,1.0,was_in_trouble
0.249782238,48,0,0.722006689,7474.0,9,0,2,0,3.0,was_in_trouble
0.822448597,36,0,0.382899298,11250.0,12,0,2,0,2.0,was_in_trouble
0.17967733,41,0,0.798931384,3555.0,14,0,1,0,3.0,was_in_trouble
0.181760586,72,0,0.128482972,2583.0,6,0,0,0,0.0,was_in_trouble
0.9999999,51,98,0.0,7500.0,0,98,0,98,0.0,was_not_in_trouble
0.04482685,66,0,0.93762495,2500.0,10,0,2,0,0.0,was_in_trouble
0.9999999,58,3,0.309743362,9000.0,3,1,2,1,1.0,was_in_trouble
0.011195624,38,0,0.088977756,4000.0,3,0,0,0,0.0,was_in_trouble
0.0,85,0,0.523658472,3782.0,5,0,2,0,0.0,was_in_trouble
0.322604174,55,0,0.236233126,9333.0,7,0,1,0,4.0,was_in_trouble
0.24103984,40,0,0.400742645,3500.0,5,0,1,0,1.0,was_in_trouble
0.016302247,66,0,29.0,0.0,7,0,0,0,0.0,was_in_trouble
0.005031933,83,0,0.000714031,2800.0,5,0,0,0,0.0,was_in_trouble
0.036389876,45,0,0.584694585,10100.0,14,0,4,0,3.0,was_in_trouble
0.040570804,41,0,1171.0,5400.0,6,0,1,0,0.0,was_in_trouble
0.140634339,71,0,0.337732981,12500.0,16,0,2,0,0.0,was_in_trouble
0.992695554,29,4,0.387522496,5000.0,13,0,0,0,0.0,was_not_in_trouble
0.030472223,73,0,0.304683092,5316.0,11,0,1,0,1.0,was_in_trouble
0.222918462,63,0,0.986128771,8650.0,12,0,3,0,0.0,was_in_trouble
0.97084771,62,5,9914.0,5400.0,10,0,2,0,0.0,was_not_in_trouble
0.00804829,66,0,0.197166962,9600.0,6,0,2,0,1.0,was_in_trouble
0.0,38,0,0.112676056,2200.0,2,0,0,0,0.0,was_in_trouble
0.005989951,52,0,0.257687229,5300.0,13,0,2,0,0.0,was_in_trouble
0.226616307,40,1,0.576539497,6316.0,11,2,1,0,20.0,was_in_trouble
0.410360909,41,0,0.107658643,4569.0,5,1,0,1,2.0,was_not_in_trouble
0.099537932,45,0,0.33427762,6000.0,18,0,2,0,0.0,was_in_trouble
0.772330346,66,1,0.667166417,2667.0,14,0,1,1,0.0,was_not_in_trouble
0.780851506,47,0,0.753591541,8700.0,10,0,3,0,1.0,was_in_trouble
0.688715564,61,0,0.165133946,2500.0,6,0,0,0,0.0,was_in_trouble
0.035676269,50,0,0.486752208,6000.0,7,0,3,0,0.0,was_in_trouble
0.008557941,72,0,0.117894105,6666.0,9,0,1,0,1.0,was_in_trouble
0.625379725,48,0,0.378645053,11350.0,12,0,1,0,1.0,was_in_trouble
0.234240658,56,0,0.514156405,9500.0,12,0,2,0,0.0,was_in_trouble
0.009668762,93,1,0.00219956,5000.0,5,0,0,0,0.0,was_in_trouble
0.179735553,42,0,0.057993556,9000.0,5,0,0,0,4.0,was_in_trouble
0.0,52,1,0.344895189,6630.0,9,0,2,0,0.0,was_not_in_trouble
0.643100408,73,0,0.583565029,3236.0,5,0,1,0,0.0,was_in_trouble
0.055617435,36,1,0.822057697,3916.0,13,0,1,0,0.0,was_in_trouble
0.73985203,52,0,0.145133573,6400.0,3,0,0,0,2.0,was_in_trouble
0.0,76,0,1.146810146,1300.0,6,0,1,0,0.0,was_in_trouble
0.120879121,48,0,0.000749813,4000.0,1,0,0,0,1.0,was_in_trouble
0.039432692,49,0,1417.0,5400.0,9,0,1,0,0.0,was_in_trouble
0.990834861,47,0,0.153461635,4000.0,7,0,0,0,6.0,was_not_in_trouble
0.10621885,55,0,99.0,5400.0,6,0,0,0,0.0,was_in_trouble
0.25498008,32,0,0.000412201,2425.0,1,0,0,0,1.0,was_in_trouble
0.08759781,78,0,0.086087625,1300.0,9,0,0,0,0.0,was_in_trouble
0.146536033,38,1,0.616616793,5680.0,8,0,2,0,1.0,was_in_trouble
0.0,61,0,9.46e-05,10575.0,6,0,0,0,0.0,was_in_trouble
0.134590228,53,0,0.575542446,10000.0,15,0,3,0,0.0,was_in_trouble
0.347351948,54,1,0.575164139,8833.0,17,0,3,0,2.0,was_in_trouble
0.009058454,58,0,0.003042817,4600.0,13,0,0,0,0.0,was_in_trouble
0.03271131,45,0,1632.0,5400.0,6,0,1,0,0.0,was_in_trouble
0.010178213,64,0,0.352564657,11560.0,8,0,2,0,3.0,was_in_trouble
0.190726976,47,0,0.104555818,25000.0,7,0,1,0,0.0,was_in_trouble
0.035306787,42,0,1225.0,5400.0,4,0,1,0,0.0,was_in_trouble
0.01948668,57,0,22.0,5400.0,3,0,0,0,0.0,was_in_trouble
0.950578489,30,0,0.177842566,2400.0,5,0,0,0,0.0,was_in_trouble
0.072276755,37,0,0.3915042,6308.0,8,0,1,0,2.0,was_in_trouble
0.067426162,56,0,0.026493377,4000.0,8,0,0,0,0.0,was_in_trouble
0.938806119,29,0,0.678425726,4166.0,6,0,1,0,0.0,was_in_trouble
0.9999999,46,0,0.0,1900.0,0,0,0,0,4.0,was_in_trouble
0.662623786,54,1,0.941571992,4312.0,19,0,1,0,0.0,was_in_trouble
0.049673989,57,0,0.163151098,9291.0,12,0,2,0,1.0,was_in_trouble
0.054811915,47,0,0.171767645,1600.0,4,0,0,0,0.0,was_in_trouble
0.769011932,40,4,0.637272403,2800.0,9,0,0,0,3.0,was_in_trouble
0.126098761,57,0,0.152950129,17083.0,9,0,1,0,2.0,was_in_trouble
0.025338908,33,1,0.349265854,3200.0,21,0,1,0,0.0,was_in_trouble
0.698236356,58,0,0.257444624,6816.0,11,0,1,0,0.0,was_in_trouble
0.024681444,63,0,0.008993817,5336.0,6,0,0,0,0.0,was_in_trouble
0.846727093,54,0,0.518248175,10000.0,11,0,2,0,0.0,was_in_trouble
0.9999999,51,0,0.194316081,4327.0,5,0,0,1,1.0,was_in_trouble
0.520957479,54,2,0.148819895,12625.0,7,0,2,0,1.0,was_in_trouble
0.0,56,0,354.5,1.0,5,0,1,0,0.0,was_in_trouble
0.295237071,62,1,0.456501403,2137.0,12,0,0,1,0.0,was_in_trouble
0.381933439,60,0,0.218601896,5063.0,7,0,0,0,0.0,was_in_trouble
0.9999999,46,0,0.312864494,2914.0,4,1,0,2,0.0,was_in_trouble
0.106538138,43,0,0.035768072,10623.0,14,0,0,0,1.0,was_in_trouble
0.0,72,0,0.044791042,5000.0,8,0,1,0,0.0,was_in_trouble
0.357201529,40,0,0.579960003,14500.0,9,0,2,0,2.0,was_in_trouble
0.000656515,67,0,0.001849797,8108.0,8,0,0,0,0.0,was_in_trouble
0.9999999,57,2,2047.0,5400.0,3,1,1,0,1.0,was_in_trouble
0.0,88,0,0.188702824,4000.0,8,0,1,0,0.0,was_in_trouble
0.00522046,56,0,0.114067119,5750.0,3,0,1,0,0.0,was_in_trouble
0.107208102,78,0,99.0,5400.0,3,0,0,0,0.0,was_in_trouble
0.0,30,0,0.156807199,6000.0,6,0,0,0,2.0,was_in_trouble
0.887400832,57,0,1321.0,5400.0,6,0,1,0,3.0,was_in_trouble
0.901341837,59,0,0.590052751,6634.0,13,0,1,0,1.0,was_in_trouble
0.285292224,44,0,0.244679332,7000.0,6,0,1,0,2.0,was_in_trouble
0.9999999,32,0,0.0,2200.0,0,0,0,0,2.0,was_in_trouble
1.023550322,48,0,1868.0,5400.0,5,0,1,0,0.0,was_in_trouble
0.9999999,37,0,0.0,5400.0,0,0,0,0,0.0,was_in_trouble
0.026828723,29,0,0.383452068,8000.0,14,0,1,0,0.0,was_in_trouble
0.225676131,58,0,0.203976649,17300.0,7,0,2,0,0.0,was_in_trouble
0.9999999,67,0,193.0,5400.0,4,0,0,0,0.0,was_in_trouble
0.914241764,43,1,0.85765896,2767.0,11,0,1,0,0.0,was_in_trouble
1.014054775,46,1,0.424529305,9400.0,6,0,1,0,2.0,was_in_trouble
0.9999999,62,0,476.5,1.0,4,0,2,0,0.0,was_in_trouble
0.0,36,0,0.468454503,6450.0,8,0,2,0,3.0,was_in_trouble
0.021848908,64,0,0.187570114,4456.0,4,0,1,0,1.0,was_in_trouble
0.021173675,59,0,0.372112558,16666.0,17,0,3,0,0.0,was_in_trouble
0.610452394,32,0,0.11844078,3334.0,8,0,0,0,0.0,was_in_trouble
0.290094654,59,0,4032.0,5400.0,6,0,2,0,0.0,was_in_trouble
0.087936611,48,0,0.393882353,8499.0,10,0,1,0,2.0,was_in_trouble
0.0,39,0,0.346728844,7290.0,15,0,2,0,0.0,was_in_trouble
0.0,72,0,481.0,5400.0,4,0,0,0,0.0,was_in_trouble
0.658606265,41,0,0.331726477,5600.0,11,0,1,0,3.0,was_in_trouble
6.38e-05,34,0,0.052447378,20000.0,21,0,0,0,2.0,was_in_trouble
0.651375915,48,1,0.297113526,15000.0,10,0,2,0,2.0,was_in_trouble
0.078710005,43,2,0.247093023,1375.0,12,0,0,0,0.0,was_in_trouble
0.157563926,65,0,0.038874632,10520.0,5,0,0,0,0.0,was_in_trouble
0.0,68,0,538.0,5400.0,5,0,1,0,0.0,was_in_trouble
0.316027841,42,0,0.344393423,6750.0,9,0,1,0,1.0,was_in_trouble
0.666328271,59,0,7018.0,5400.0,13,0,1,0,1.0,was_in_trouble
0.572551133,87,0,0.558007566,4757.0,13,0,1,0,0.0,was_in_trouble
0.721111859,55,0,0.722952866,10416.0,23,0,1,0,0.0,was_in_trouble
0.034264382,66,0,0.352517986,1667.0,4,0,0,0,0.0,was_in_trouble
0.259877177,62,0,2079.0,5400.0,9,0,2,0,0.0,was_in_trouble
0.502441033,44,0,0.829807389,3166.0,5,0,2,0,1.0,was_in_trouble
0.260356388,53,0,0.094781044,5000.0,6,0,0,0,0.0,was_in_trouble
0.0,92,0,0.000302786,9907.0,9,0,0,0,0.0,was_in_trouble
0.303429598,46,0,0.390114943,4349.0,11,0,2,0,0.0,was_in_trouble
0.0,54,0,0.241781548,6600.0,11,0,1,0,2.0,was_in_trouble
0.027798888,48,0,0.280971082,2800.0,3,0,1,0,0.0,was_in_trouble
0.9999999,28,0,68.0,5400.0,0,0,0,0,0.0,was_in_trouble
0.015864553,60,0,0.08347913,4000.0,5,0,0,0,0.0,was_in_trouble
0.012465564,73,0,2296.0,5400.0,12,0,1,0,0.0,was_in_trouble
0.0,77,0,0.0,0.0,3,0,0,0,0.0,was_in_trouble
0.393470071,54,0,0.034083255,7422.0,2,0,0,0,2.0,was_in_trouble
0.014811574,49,0,4255.0,5400.0,3,0,2,0,0.0,was_in_trouble
0.00645101,40,0,0.489563235,5700.0,8,0,3,0,1.0,was_in_trouble
0.314595927,63,1,0.338830585,3334.0,11,0,1,0,1.0,was_not_in_trouble
0.08731847,65,0,0.341218822,11666.0,10,0,1,0,0.0,was_in_trouble
0.399370607,71,0,0.302195236,2140.0,3,0,0,0,0.0,was_in_trouble
0.958027981,29,3,0.26691103,3000.0,8,0,0,2,0.0,was_not_in_trouble
0.194995026,51,1,0.343897378,5300.0,9,0,1,0,0.0,was_in_trouble
0.228882283,68,0,0.137877614,3872.0,6,0,0,0,0.0,was_in_trouble
0.07805562,61,0,0.212513884,2700.0,7,0,1,0,1.0,was_in_trouble
0.02038484,72,0,0.011753183,4083.0,9,0,0,0,0.0,was_in_trouble
0.333483326,60,0,0.353872328,13518.0,6,0,2,0,0.0,was_in_trouble
0.0,63,0,0.06332574,4389.0,10,0,0,0,0.0,was_in_trouble
0.060656276,53,0,0.404519096,5000.0,10,0,3,0,3.0,was_in_trouble
0.514321428,54,0,0.49430347,3861.0,13,0,1,0,0.0,was_in_trouble
0.509911182,36,0,0.083981842,3083.0,4,1,0,0,0.0,was_in_trouble
0.892366898,41,0,2078.5,1.0,5,0,2,0,2.0,was_in_trouble
0.254232769,49,0,0.579759217,5315.0,9,0,2,0,0.0,was_in_trouble
0.9999999,55,1,0.062473969,2400.0,0,0,0,0,1.0,was_not_in_trouble
0.9999999,62,0,0.370758123,2769.0,4,0,0,0,0.0,was_not_in_trouble
0.042212442,63,0,0.007763975,7083.0,7,0,0,0,2.0,was_in_trouble
0.012492117,65,1,0.147314011,5416.0,6,0,1,0,0.0,was_in_trouble
0.413298009,33,0,0.241956008,5500.0,11,0,0,0,0.0,was_in_trouble
0.633220709,52,0,0.211636364,17874.0,17,0,4,0,0.0,was_in_trouble
0.0,65,0,0.547411286,5156.0,9,0,2,0,0.0,was_in_trouble
0.417618607,55,3,0.022891364,53600.0,8,0,1,1,0.0,was_in_trouble
0.77637452,49,0,1.024165508,5751.0,12,0,2,0,2.0,was_in_trouble
0.038747027,53,0,0.457439811,7600.0,19,0,1,0,1.0,was_in_trouble
0.9999999,61,0,2134.0,5400.0,2,3,2,0,1.0,was_not_in_trouble
0.009842365,72,0,18.0,5400.0,9,0,0,0,0.0,was_in_trouble
0.457823937,45,1,0.191712335,10400.0,8,0,0,0,1.0,was_in_trouble
0.117233294,59,0,0.00509949,10000.0,3,0,0,0,0.0,was_in_trouble
0.054762852,46,0,2382.0,5400.0,9,0,1,0,2.0,was_in_trouble
0.991654858,30,0,0.95229983,1760.0,6,1,1,0,0.0,was_not_in_trouble
0.9999999,48,1,0.423201394,8033.0,9,0,2,0,4.0,was_in_trouble
0.008726184,53,0,0.457574459,9333.0,14,0,3,0,3.0,was_in_trouble
0.048887078,25,0,1233.0,5400.0,5,0,1,0,0.0,was_in_trouble
0.003945679,53,0,0.001047519,10500.0,8,0,0,0,2.0,was_in_trouble
0.146462218,78,0,446.0,5400.0,9,0,0,0,0.0,was_in_trouble
0.154232702,31,0,0.129057068,6500.0,6,0,0,0,0.0,was_in_trouble
1.010430248,32,1,0.313493866,2200.0,5,1,0,2,4.0,was_not_in_trouble
0.022566551,71,0,0.004555117,3292.0,5,0,0,0,0.0,was_in_trouble
0.003257959,81,0,0.000676743,4432.0,7,0,0,0,0.0,was_in_trouble
0.332981846,62,0,1298.0,5400.0,6,0,1,0,0.0,was_in_trouble
0.291124679,66,2,0.143464134,4000.0,6,1,1,0,2.0,was_in_trouble
0.97480252,49,0,0.40295203,5419.0,12,0,2,0,1.0,was_in_trouble
0.9999999,42,0,0.290104227,26000.0,4,0,3,0,1.0,was_in_trouble
0.612269387,67,0,0.254668431,6800.0,5,0,1,0,0.0,was_in_trouble
0.040598359,62,0,0.086800493,8916.0,8,0,0,0,0.0,was_in_trouble
0.350708464,52,0,0.220975447,9000.0,10,0,1,0,1.0,was_in_trouble
0.067758399,43,0,0.608809768,17525.0,18,0,10,0,3.0,was_in_trouble
0.049074565,57,2,0.668937935,6750.0,16,0,1,0,2.0,was_in_trouble
0.024927135,64,0,0.181569391,19000.0,11,0,2,0,0.0,was_in_trouble
0.013099673,78,0,0.001584786,10095.0,6,0,0,0,0.0,was_in_trouble
0.693061043,62,0,5020.0,5400.0,9,0,2,0,2.0,was_in_trouble
0.017842438,36,0,0.089114833,5015.0,4,0,0,0,0.0,was_in_trouble
0.636245993,54,0,0.102149762,6930.0,4,0,0,0,2.0,was_in_trouble
0.099794229,48,0,3092.0,5400.0,22,0,1,0,3.0,was_in_trouble
0.186484649,36,0,0.255539143,8800.0,20,0,1,0,2.0,was_in_trouble
0.072240093,42,0,0.253059755,8333.0,7,0,2,0,2.0,was_in_trouble
0.97082658,51,0,1105.0,5400.0,9,0,1,0,0.0,was_in_trouble
0.988204456,46,0,0.051937611,6218.0,7,0,0,0,1.0,was_not_in_trouble
0.00644785,76,0,16.0,0.0,10,0,0,0,0.0,was_in_trouble
0.077699173,40,0,0.412432166,8107.0,12,0,2,0,2.0,was_in_trouble
0.984641229,39,0,0.534193161,3333.0,8,0,2,0,0.0,was_in_trouble
0.917800679,70,1,0.83858071,2000.0,9,0,0,3,0.0,was_in_trouble
0.102967665,59,0,0.325112481,6000.0,7,0,2,0,0.0,was_in_trouble
0.400755377,50,0,0.271345731,5000.0,9,0,0,0,2.0,was_in_trouble
0.215287599,43,0,0.421595982,3583.0,9,0,1,0,0.0,was_in_trouble
0.050464985,67,0,0.318025617,3200.0,2,0,1,0,0.0,was_in_trouble
0.0,45,0,2387.0,5400.0,12,0,1,0,0.0,was_in_trouble
0.103256624,47,0,0.215184456,11682.0,10,0,1,0,4.0,was_in_trouble
0.472508434,61,0,2730.0,5400.0,6,0,1,0,0.0,was_in_trouble
0.524513956,73,0,0.425319267,1800.0,9,0,0,0,0.0,was_in_trouble
0.974051896,26,1,696.0,5400.0,3,1,0,0,0.0,was_in_trouble
0.0,42,1,0.058535219,7140.0,2,0,0,0,1.0,was_in_trouble
0.248477407,43,0,0.412845775,15833.0,18,0,4,1,1.0,was_in_trouble
0.011410346,53,0,215.0,5400.0,19,0,0,0,1.0,was_in_trouble
0.038170945,60,0,0.464053595,10000.0,16,0,2,0,0.0,was_in_trouble
0.045020073,63,0,5356.0,5400.0,15,0,3,0,4.0,was_in_trouble
0.025055246,35,0,1781.0,5400.0,10,0,0,0,0.0,was_in_trouble
0.601639791,63,0,2394.0,5400.0,17,0,1,0,0.0,was_in_trouble
0.0,34,0,0.0,2796.0,1,0,0,0,1.0,was_in_trouble
0.253903546,45,0,0.506493506,1000.0,5,0,0,0,1.0,was_in_trouble
0.056176711,57,0,0.003576396,5032.0,2,0,0,0,0.0,was_in_trouble
0.0,74,0,0.18624504,8316.0,4,0,1,0,0.0,was_in_trouble
0.44941721,64,1,0.388149134,3003.0,11,0,0,0,1.0,was_in_trouble
0.043379489,61,0,0.214571379,5750.0,14,0,1,0,0.0,was_in_trouble
0.690136593,57,0,0.407587549,6167.0,9,1,1,0,3.0,was_in_trouble
0.076584683,55,0,0.002054539,5353.0,2,0,0,0,0.0,was_in_trouble
0.0,47,0,0.131658114,5650.0,4,0,1,0,2.0,was_not_in_trouble
0.467968802,30,0,0.24635993,5150.0,5,0,1,0,0.0,was_in_trouble
0.278404228,37,0,0.151962009,4000.0,8,0,0,0,1.0,was_in_trouble
0.048073798,74,0,0.071315372,4416.0,2,0,0,0,0.0,was_in_trouble
0.475226239,30,0,0.260561109,3100.0,4,0,0,0,0.0,was_in_trouble
0.029891011,78,0,0.003999333,6000.0,3,0,0,0,1.0,was_in_trouble
0.939949192,52,0,0.377777778,4769.0,2,0,1,0,3.0,was_in_trouble
0.010409264,48,0,0.502982582,4190.0,10,0,1,0,2.0,was_in_trouble
0.181453705,55,0,2.055234087,1900.0,16,0,2,0,0.0,was_not_in_trouble
0.017943805,62,0,0.094749093,14606.0,10,0,1,0,0.0,was_in_trouble
0.611592272,22,0,0.029032258,929.0,2,0,0,0,0.0,was_in_trouble
0.089356922,49,0,0.222525225,11000.0,10,0,2,0,3.0,was_in_trouble
0.9999999,60,0,0.042954265,3235.0,0,2,0,0,2.0,was_in_trouble
0.889155506,59,0,0.571697193,14358.0,15,0,3,0,2.0,was_in_trouble
0.01621534,53,0,9.0,5400.0,3,0,0,0,0.0,was_in_trouble
0.425149701,23,0,0.005545287,1081.0,1,0,0,0,0.0,was_in_trouble
0.099180164,31,0,0.008269344,1692.0,1,0,0,0,0.0,was_in_trouble
0.011257639,35,0,837.0,5400.0,23,0,0,0,0.0,was_in_trouble
0.170373934,63,0,0.070299266,7083.0,12,0,0,0,0.0,was_in_trouble
0.143712575,29,0,1.389027431,400.0,4,0,0,0,0.0,was_in_trouble
